quote,author
"“When you yearn to love like Jesus, your life becomes less self-centred and more self-giving. ”",Allene vanOirschot
"“Being with girls is the same—it’s shameless and gritty, it’s not as soft as people make it out to be. It’s soft with men too. Even unknowingly, we diminish ourselves little by little to feel more loved. As girls, we don’t need to diminish ourselves when we’re together, we fit in every sense of the word. It doesn’t matter if we’re bruised, bloody, or empty, we become these things together—we fit.”","Amina  khan,"
"“mai avevano comunicato così profondamente, di quando lei sfiorò le labbra silenziose contro la sua spalla o di quando lui le sfiorò la punta delle dita, delicatamente, come se lei dormisse.”","Francis Scott Fitzgerald,"
“Sentence me to life in your heart and watch me prosper.”,Mireille Mehr
"“Liberty, if I could, I would take your pain and put it in my heart. If there was a way, I won’t hesitate.”","Ruth Jegede,"
“The love I felt for him and was coming to understand was as vital to me as breathing.”,"J.P. Sayle,"
“To live without love is not to live at all.”,No clue. I have been saying this for over 20 years.
"“Y sin decir nada, Sam se incorpora y me arrincona contra el tronco de nuestro árbol para regalarme uno de esos besos que se dan cuando las palabras faltan y los sentimientos hablan, y yo, cómo no, aprovecho y me dejo mecer a la deriva. Con suerte recobraré el sentido cuando sus labios se separen de los míos, pienso.”","Laura Zalve,"
"“Love and relationships can be a treacherous path to walk, filled with sharp edges and hidden thorns that can pierce even the strongest of hearts. Sometimes the wounds they leave behind never fully heal, reminding us of what we've lost and what we can never get back”",The Alchemist
"“Good people do bad things and bad people do good thing, so i choose to love unconditionally.”",Kabuka Steven
"“they say people can be only at one place at a time, that is in fact false as you are both in my heart and my mind”",auto-complete
"“I tried giving each star a different reason as to why I love you, unfortunately, I ran out of stars.”",auto-complete
"“What is love ? Love is like a fragrance, which we diffuse in one's heart from time to time or at a particular time in the course of life. We create an ocean by slowly storing one drop of love in someone's heart.”",Chandrakant Kannake
“To lovers out there …,De philosopher DJ Kyos
"“All affections, friendships, and relationships are connected with only one feeling, Love.”",P.S. Jagadeesh Kumar
"“Every person I met has a specific place in my life, for their presence shaped me.",Bruce Mbanzabugabo
"“Love was once a beautiful song,",Amir H. Abdollahi
“The beauty is in having an open heart and being able to feel joy and laugh”,Dr.Purushothaman  Kollam
"“I don't want to be just a noun in your life,",Timothy Joshua
"“True love mends broken hearts and never changes no matter what the circumstances are, but the fake eventually destroys someone's heart.”",Bruce Mbanzabugabo
“What happens when people open their hearts? - They get better.”,"Haruki Murakami,"
"“the more i love the less i talk, because no word in the world powerful enough to express how i feel.”",Benmerzoug
"“Qualcuna che sia ancor più bella che l'amor mio? il sole, che vede ogni cosa, non ha mai veduto l'eguale di lei da quando il mondo è cominciato.”","William Shakespeare,"
"“Truth is, for every galaxy that far surpasses every planet, there is a Hood. In every Hood, there is birthed a remnant of greatness and uniqueness like no other. Against all odds, that remnant shall be a mighty force that changes the game”!”","Mya A Chavis,"
“To love is risky. Not to love is foolish.”,Maxime Lagacé
“I send my thoughts out on a search for,"Naiad,"
“I hope,"Naiad,"
"“Love, Repentance, Truth in word and deed”",Joseph Mereweneza
"“If looking into your eyes meant being cast into hell, I would burn in loneliness, for I had just seen heaven.”",auto-complete
"“Love is a figment of our imagination, becoming whatever we wish",Poetry My Saving grace by Micheline Jean Louis
"“Eve was made for Adam, not ANY Man.”",Dr Ikoghene S Aashikpelokhai
“I guess my point is that I do believe in love. Really. I'm just not convinced that kind of love could ever happen to me.”,"Ann Liang,"
“Irrationality is the absolute absence of ones mind and the full consciousness of every feeling.”,Laura Chouette
"“If you could see my heart, you'd see the space for you in it.”","Sarah Ready,"
"“Tell me. Tell me everything. Tell me the most boring parts of your day that don't even interest you, tell me how you wake up in the morning and how you sleep at night. Tell me what scares you and what your deepest desires are. I want it all, all of your mind and all of your thoughts, give it all to me and only me…because I don't think I can breathe without it anymore.”",Amina Khan
“Love accepts you as yourself. It will never ask you to be someone else.”,"Richelle E. Goodrich,"
"“Peace, I seek to deck my passion, for I Love you much Calliope, the fine voice: as It belongs to a never discouraging land, where Moon it never wans and Music rave high”",Nithin Purple
"“Peace, I seek to deck my passion, for I Love you much Calliope, the fine voice: as It belongs to a never discouraging land, where Moon it never wans and Music raves high.”",Nithin Purple
“Ljubav je čudna stvar. Uhvati te nespremnog.”,"Fredrik Backman,"
"“She was brave, vibrant, spirited and dynamic. Her determination to fight for her people was admirable, and her fearlessness in asking for what she needed from him and his brothers was brassy. She was a vision of rare beauty and intelligence that tore through his every fibre.”",Sky Gold
“i loooveee ted i loove ted s much he is soooo hot”,"harlan ellison,"
“To lovers out there ...,De philosopher DJ Kyos
"“Chaque baiser était une blessure où les lèvres, le souffle, les dents, la pointe de la langue plongeaient, humides, puis se défaisaient lentement, après une dernière hésitation, laissant entre leurs deux bouches un sourire pâle, embué.”","Mihail Sebastian,"
“Love is the most overrated luxury brand in the world.”,Sayem Sarkar
"“I could hear my heart beating. I could hear everyone's heart. I could hear the human noise we sat there making, not one of us moving, not even when the room went dark.”","Raymond Carver,"
"“Meeting you,","Ulonda Faye,"
“Love within the wound,"Ulonda Faye,"
"“A song to the skies, and the clouds weep","Ulonda Faye,"
"“What if, one would fall into an empty abyss? Nothing truly outrageous would happen - or could it finally happen?","Ulonda Faye,"
“Here for Love,"Ulonda Faye,"
"“Maybe it's not too late, to learn how to love and forget how to hate!”",Ozzy Osbourne
“Dont regret being good to people because one day they will wish they still had that”,Gugu Mofokeng
"“Love hard but do not join your senses there, you will lose.”",Gugu Mofokeng
"“It's bad enough that you lose someone who's been a big part of your life and you've loved. But it's a tragedy to lose someone who you must love above all, and that is YOU!”",Jim Peera
“The Only Way To Love Me Is To Love Me Without Any Feelings.”,P.S. Jagadeesh Kumar
“To lovers out there …,De philosopher DJ Kyos
"“Heart breaking is heart in making,”","Abhijit Naskar,"
"“Deception... It follows us everywhere, slowly devouring our peace and sanity. It creates a wall between us preventing me from reaching you no matter how much I want to.”","Imania Margria,"
"“Just like the sun dispels the shadows of the night each morning, embracing your heart's true desire is the only way to dispel fear and doubt.”","Imania Margria,"
“I have so much love to give because I love myself so much.”,Marion Bekoe
"“Love, then, is the binding power of being, on every level of reality. In fact, love is being and reality: love turning toward love in love with itself. Everything is on this track, and everything being/consciousness/bliss, whether it ""knows"" itself as such or not. But the soul which awakens and finds itself in the dance: that soul has won the bet.”","Peter Lamborn Wilson,"
"“When I say I love you, Ash, I don't mean that I love you in the way that I love Basquiat or oat milk lattes, I mean that I love you. All that you are and all that you will be and I can't wait to find out who that person is.”","Tanya Byrne,"
"“Don't seek for someone you can talk sense with, seek for someone you can talk nonsense with.”","Abhijit Naskar,"
"“Love is a journey that takes you to unexpected places, but with the right person by your side, every step is worth it”",Enamul Haque
"“Sam looked at Sadie and thought, ‘This is what time travel is.’ It’s looking at a person and seeing them in the present and past, concurrently.”","Gabrielle Zevin, Tomorrow and Tomorrow and Tomorrow"
“By learning to love ourselves we also learned to a better lover for your partner”,Mohamadi Tapsoba
“All men are equal,Rifa Coolheart
"“The day I met you, it was like a light turned on and I could see everything in magnificent, magical technicolour. You didn't fix me, only I can do that, but you make me care about stuff again, you know?”","Tanya Byrne,"
“Love is building a bridge over a sea of ​​hate.”,A.MOHD
“Love is what you miss when you are busy doing what you don't love.”,A.MOHD
"“Love is like a house, protect us from stormy weather, or hot sunny day, in both cases we are safe because, love is there to protect us.”",A.MOHD
"“When you in love, you see positivity in every situation even if not.”",A. MOHD
“The only love that is close to us that we do not feel is the love that we have in our homes”,A. MOHD
“Sometimes the price of love can be higher than your pride”,A. MOHD
“I will always choose you”,"Sydney Renee,"
“If you really care about something keep it private !”,Jimmy painkra
“To lovers out there …,De philosopher DJ Kyos
"“Ona's laughter is the finest, the most exquisite sound in all of nature, filled with breath and promise, and the only sound she releases into the world that she doesn't also try to retrieve.”","Miriam Toews,"
“Keep love in your heart and take it with you wherever you go”,A. MOHD
“Love is like sunlight that you can't avoid unless you choose to sit in the dark”,A.MOHD
"“Life is a long road trip, you may see beautiful scenery on your way to your final destination, you may see fair and bad as well, but in the end it will all be worth it, all you can do is take the best of it. And enjoy the ride.”",A. MOHD
"“I'll steal your heart,' he said","Shaun David Hutchinson,"
“Changing someone’s core before we can accept them is not love. Is it?”,"Alka Dimri Saklani,"
"“I was good at expressing my ambitions and my desires, my anger, and my joy, but despite that, I failed at expressing my loneliness. I always stood up for what I believed in. But I also wanted to be loved, and the sad truth is that, sometimes, if you are too independent, people believe you don’t need love. You have to pay the price for your independence. You can be right, but being right when you have no one on your side isn’t actually a win.”","Alka Dimri Saklani,"
“It really surprises me how many times the same person can hurt me for the same reason.”,"Alka Dimri Saklani,"
"“The shore knows that the waves belong to the ocean, yet it welcomes the waves with an open arm, whether it comes with a gentle rush or crash against it. I was the shore; you were like the waves.”","Alka Dimri Saklani,"
"“I am too ruined for the world.” You said once, and it broke my heart, because you were the purest person I had ever known.","Alka Dimri Saklani,"
"“Sadly, the hearts glued by friendship are often separated by love.”","Alka Dimri Saklani,"
"“Whether love will make you or break you depends on whom you fall for, and unfortunately, most people fall for the wrong person.”","Alka Dimri Saklani,"
“Bad people will teach money is everything but good people will teach love is everything.”,P.S. Jagadeesh Kumar
"“I stood on my toes, so my eyes were level with his. “I don’t want you to go, but I want you to be safe. If you being safe means you have to be far away from me, then that’s what I want.”","Jennifer Allis Provost,"
"“War doesn’t only kill humans; it also kills love, trust and relations!”",Mouloud Benzadi
“Love devolves very quickly into horror when gods are involved.',"Hannah F. Whitten,"
“Goodness is more about trying to save those you love. Regardless of the cost.”,"Hannah F. Whitten,"
"“Time stood still,",Laura Chouette
“How magnificent a lifetime feels once it is held together by something that is worth loving forever.”,Laura Chouette
“To Lovers out there ….,De philosopher DJ Kyos
"“Dear Daughter,","Gift Gugu Mona,"
"“Dear Daughter,","Gift Gugu Mona,"
"“Dear Daughter,","Gift Gugu Mona,"
"“Dear Daughter,","Gift Gugu Mona,"
"“Dear Daughter,","Gift Gugu Mona,"
"“Dear Daughter,","Gift Gugu Mona,"
"“Deep inside, all of us desire to love and be loved. Love is our true nature because love is the nature of our spirit. That is why when we get in touch with our spirit, we get in touch with love.",Angie Harris
"“Truth is what love brings, but love is not always what truth brings. So, prioritize love, not truth. Better progress slow than progress loveless.”","Abhijit Naskar,"
"“Truth is what love brings, but love is not always what truth brings. So, prioritize love, not truth.”","Abhijit Naskar,"
“Loveless progress is just as dangerous as brainless prejudice.”,"Abhijit Naskar,"
“Sleeping on grass is the most peaceful thing.”,Avijeet Das
"“If I found love in my lifetime, then it would be a blessing, but if I didn't, I no longer had the urge or need to pursue it.”","Ramayana Roxas,"
"“If you can explain why you love him/her, then believe me, that's not true love.”",Narendra Singh Dhami
"“Life's struggles may break our spirit, but it is the power of love and unwavering faith that mends it and makes it stronger.”",Atul Purohit
"“If a man chooses cohabitation over marriage, his fears are bigger than his love for you; move on.”",Allene vanOirschot
"“Open to receive. Dance with the fading grasses. Nourish your Soul, as the leaves surrender to all the beauty of the fall. Nature accepts and loves us, just as we are, in each passing moment of this breath. Open your heart, fall into her loving embrace. Walk through the passageway of your increasingly expansive heart.”","Ulonda Faye,"
"“She wanted to preserve that moment, the moment just before, when everything was still possible and perfect.”","Fenna Edgewood,"
“And then his arms were suddenly around her.,"Fenna Edgewood,"
“Void infinite still valentine to valentine.”,Asif Hasan Tonmoy
"“But this, I realize, is what they mean, all those thousands of writers who've tried to describe the sensation of following the trail of your life for years, only to smack into something that changes it forever.”","Emily Henry,"
"“You're just really fucking pretty, Nathan. It's super hard to concentrate sometimes, do you know that? Do you understand how difficult it is sometimes to focus on literally anything when you're around me looking effortlessly beautiful?”","Hannah  Grace,"
"“¿Por qué tus manos me sostienen como si quisieran cuidarme del mundo exterior, amor?”",Heather del rey
“A love that do not witness hate is not real.”,P.S. Jagadeesh Kumar
“I don't train anyone to love me.”,P.S. Jagadeesh Kumar
“—¿Y por qué has accedido a venir?,"Joana Marcús,"
“—¡Deja de ser tan infantil!,"Joana Marcús,"
"“—Si no fuera porque está prohibido —murmuró, iría en sudadera.","Joana Marcús,"
“—¿No tenías un estreno al que asistir?,"Joana Marcús,"
"“I had a constant ache in my chest, a heaviness of longing for her. I found myself sleepless, lying-in bed in a dreamy conscious state throughout the night, only to fall asleep at the break of dawn out of sheer tiredness of mind.”","Udayakumar D.S.,"
"“We lay next to each other on the terrace watching the sky with her hand holding mine, comforting me. The next morning, she had gone before dawn.”","Udayakumar D.S.,"
"“I was dumbfounded by the sweet voice and the humble plea. I felt some connection between us, as if we were in a long-standing friendship.”","Udayakumar D.S.,"
"“Hope, love, compassion, empathy, and many names are given to the components of the lamp that burns inside us.”","Udayakumar D.S.,"
“Falling in love is the easy part; taking that love and making it last a lifetime requires tenacity and prayer.”,"Allene vanOirschot,"
"“No Girl No pain,",Rohan Casuals
“I don't want to give up on him.,Rifa Coolheart
“Love yourself correctly even if others fail to love you correctly.”,Angel Moreira
"“You know the sensation you get when you like someone? A simple smile will turn your legs into jelly, a touch will send butterflies fluttering around in your stomach, and your heart begins to race. Your words also become a jumbled mess around them.”",Rifa Coolheart
"“It was a casual, domestic scene. Nothing extraordinary. Yet it triggered a longing so fierce and unexpected I had to turn away. I firmly believed people didn't need a significant other to be happy. If someone wanted to be in a relationship, great. If they didn't, also great. The same went for children, marriage, etc. There were no universal barometers for happiness. A person's life could be just as fulfilling without a romantic partner as it was with one. But there were times, like now, when I yearned to experience that kind of unconditional love. To have someone care for me through the good, the bad, and the inevitable mistakes I made. What would it be like to be loved so deeply by someone that I wouldn't have to worry about every little move possibly driving them away?”","Ana Huang,"
"“Ik hou van hem. Ik hou nog steeds van hem, en ik zal dat altijd blijven doen. Hij was een grote golf die een heleboel afdrukken op mijn leven heeft nagelaten, en tot mijn dood zal ik het gewicht van die liefde voelen. Dat heb ik aanvaard”","Colleen Hoover,"
“Kindness is the thing I ask now,"Ramayana Roxas,"
"“I don’t want to be happy for you but I am. Because for all the years I heard I was too much, you heard that you weren’t enough.”","Ramayana Roxas,"
“You don’t have to be better for the one. You don’t have to be better when you’re the one.,"Ramayana Roxas,"
"“Forgetting you is like running away in a circle, each step away is another step towards.”",Ramayana Roxas
“Our hearts will somehow heal,"Ramayana Roxas,"
"“No trust, no fall, thus no hurt","Ramayana Roxas,"
“These foggy futures,"Ramayana Roxas,"
"“So wake up, my dear darling","Ramayana Roxas,"
"“You being here has exposed all the deficiencies I covered in pride, all the wounds screaming for relief, all the lack I’d learned to live without. Because now I am with… I have.","Ramayana Roxas,"
“To love someone just the way they are is to love them as if they were dead.”,"Syed Buali Gillani ,"
"“Do you know how much I love you, Miki?"" Dai whispers softly. ""Even I don't know. My love for you is endless. Deep and endless, like the sea.”","Axie Oh,"
"“When I approached Elva in the Hall of Mirrors, an immediate connection overcame me—a stirring in the very fabric of my gut, the sinews around my heart stretching to try and hold it from bursting.”","Morgan Rush,"
"“Dear Daughter,","Gift Gugu Mona,"
"“Dear Daughter,","Gift Gugu Mona,"
"“Dear Daughter,","Gift Gugu Mona,"
“—Por qué demonios vives en ese piso teniendo esta casa.,"Joana Marcús,"
“Luego te puedo llevar a la residencia —me dijo Ross—. Estoy empezando a asumir que soy el chico de los recados.”,"Joana Marcús,"
"“Dios, ¿cómo no me va a gustar? Es que es perfecta.”","Joana Marcús,"
"“—Te aseguro que si hay alguna persona en el mundo que pueda llamarme ""cariño"" o cualquier otro apelativo cariñoso y que me guste.","Joana Marcús,"
“Para cada Jen,"Joana Marcús,"
“Le devolví la mirada sin saber muy bien qué decirle.,"Joana Marcús,"
“—¿Qué te pongo? —lo miro de reojo.,"Joana Marcús,"
"“—Jared, el líder del club de haters de los Backstreet Boys.","Joana Marcús,"
“—Estúpido Jared —lee él por mí—. Sigo sin saber si debería sentirme ofendido.,"Joana Marcús,"
"“too many girls fail to remember one vital truth: we deserve someone who gives us one hundred percent. Half-assed effort isn’t love. If a man isn’t all in, then we need to be all out.”","Elle Kennedy,"
"“En conclusión, odio ligar con toda mi alma, pero... hay ocasiones en las que merece la pena intentarlo.”","Joana Marcús,"
"“Me doy cuenta de que me he quedado mirándola más tiempo del necesario y me aclaro la garganta, pero... ella ha hecho exactamente lo mismo. Y se ha dado cuenta al mismo tiempo que yo.”","Joana Marcús,"
“Ella se tensa un poco y sus mejillas se tiñen de rojo. No puedo evitar fruncir un poco el ceño.,"Joana Marcús,"
“—(…) Así que estabas en primera fila en uno de nuestros conciertos más concurridos y no sabes cómo me llamo.,"Joana Marcús,"
"“No sé si es la forma en que baja la voz o el hecho de que me mire fijamente -por primera vez- al decirlo, pero no puedo evitar sonreír. ¿Cuántas veces he sonreído en una sola conversación?","Joana Marcús,"
"“Honey, a life without love isn’t a life worth living. Besides, you don’t get to choose whether or not you love someone. If only. How much easier would life be if we could just make that choice? Love… it doesn’t listen to reason.”","Catharina Maura,"
“(..),"Joana Marcús,"
“Every word she said was a little genuine piece of her. I wanted to collect them all.”,"Danielle Lori,"
"“Dios, es preciosa.","Joana Marcús,"
“A broken heart tends to not want to venture out into love again.”,"Meghan Quinn,"
"“No one, single individual should ever be responsible for someone else’s happiness. Your happiness is all dependent on you, no one else. Being with someone is not going to bring me happiness. Even if it’s the right person.”","Meghan Quinn,"
"“there are only a few people in this lifetime that you can have a special connection with—don’t waste it because you’re nervous about what your friend might think. See where it goes, then broach the subject later with her if . . . let’s say this connection goes any further than tonight.”","Meghan Quinn,"
“Todo pensamiento racional desaparece cuando noto que un escalofrío me recorre la espina dorsal. Y solo siento eso cuando sé que cierta persona me está mirando fijamente.”,"Joana Marcús,"
“Because he won’t have to try to not sleep with anyone else . . . he will love me so much that the thought of sleeping with another would turn his stomach. Because that’s what love is. Putting another person above all else. Giving yourself over”,"T.L. Swan,"
“Because he won’t have to try to not sleep with anyone else . . . he will love me so much that the thought of sleeping with another would turn his stomach. Because that’s what love is. Putting another person above all else. Giving yourself over to them completely. Trusting your heart with the woman you love.”,"T.L. Swan,"
"“But one day, you will have to give control over to someone. The only decision you have to make now is . . . Is this particular girl going to be the one you trust with your heart, or is she going to be the one who got away?”","T.L. Swan,"
“—¡¿No has visto El rey león?! (…) ¿lo ves? Eres un poco rarita.,"Joana Marcús,"
"“—Buenas noches, Ross —le dije yendo a la puerta.","Joana Marcús,"
“—Si lo es. Yo te veo... simpático.,"Joana Marcús,"
“—Mushu —reflexionó en voz alta —La gente de tu clase no era muy original.,"Joana Marcús,"
"“—Todos cometemos errores, Brooke. Forma parte de nuestra naturaleza.”","Joana Marcús,"
“—No me extraña que te cueste tanto confiar en la gente. Si tu primer amor te trató así.,"Joana Marcús,"
"“I could see the pride in his eyes, directed solely at me, and for some reason it felt like I'd been waiting to see that look for my entire life”","Lily Mayne,"
"“—Ginger, dime dónde estamos justo ahora.","Alice Kellen,"
"“—Cuando me tomo eso después de un episodio, no recuerdo casi nada de lo que ha pasado.","Joana Marcús,"
"“—Jared, cariño, eres un maldito acertijo digno de Indiana Jones y Lara Croft unidos.","Joana Marcús,"
“—Pensé que querrías irte con tu familia.,Joana Marcús
"“Durante lo que parece una eternidad, ninguno de los dos mueve un músculo. De hecho, lo único que puedo sentir es que se me llenan los ojos de lágrimas. El entreabre los labios y me repasa con la mirada, casi como si no pudiera creerse que esté aquí.”","Joana Marcús,"
“—¿Tienes auriculares?,"Joana Marcús,"
“Because of you is the best reason I know.”,"Serena Bell,"
"“You are my greatest weakness—not my true name, or my compulsion I can be put under. But you are the one I gladly carry”",Lily Mayne
"“Love...was pain and grief sought, accepted, endured.”","Robert Galbraith,"
"“El problema era que no podía dejar de mirarla (...) lo efímero de aquel momento. Ginger y yo bajo la luna que se reflejaba en el agua brillante y en el destello de las luces de la ciudad. Sencillamente, hablando. Conociéndonos. Observándonos. Tocándonos sin hacerlo”","Alice Kellen,"
“Alargué mi mano hacia ella.,"Alice Kellen,"
“↑ top,"Alice Kellen,"
“De: Rhys Baker.,"Alice Kellen,"
“—Vale. No te haré esperar más. (...) Es una canción.,"Alice Kellen,"
“—Hay muchos tipos de vértigo.,"Alice Kellen,"
"“Mientras la besaba, olvidé que estaba a más de cien metros del suelo, olvidé que me daban miedo las alturas y olvidé que se suponía que aquello no tenía que pasar.”","Alice Kellen,"
"“No solo somos lo que hacemos, sino también lo que no hacemos. Somos lo que decimos, casi tanto como lo que callamos. Somos las preguntas que no nos atrevemos a pronunciar, en la misma medida que esas respuestas que nunca llegarán y permanecerán eternamente flotando entre remolinos de miedo e incertidumbre. Somos la sutilidad de una mirada, la intimidad de una caricia suave, la curva de una sonrisa sincera. Somos momentos bonitos, instantes agridulces, noches tristes. Somos detalles. Somos reales.","Alice Kellen,"
"“—Creo que sí hay diferencias entre Aegan y yo, al menos una —comentó en cuanto se detuvo en algún punto de la sala no tan cercano a mí.","Alex Mírez,"
"“—Entonces no te sorprendas si de repente a mí se me antoja besarte, ya sabes, sin una razón.”","Alex Mírez,"
“—¿Nunca has besado a nadie? (…),"Violeta Boyd,"
"“—Aaron (…) Es tarde, y no tienes que hacer esto. Ya me has indicado la dirección correcta. Ahora, puedes irte. —Señalé la puerta—. Gracias.","Elena  Armas,"
"“—Nunca has necesitado a nadie para librar tus batallas, Catalina. Esa es una de las cosas que más respeto de ti.”","Elena  Armas,"
“—Siempre encuentras la manera de atraparme completamente desprevenido. Y eso no es algo que mucha gente pueda hacer.”,"Elena  Armas,"
“—¿No deberías ir con los demás? —le pregunto en voz baja.,"Joana Marcús,"
"“—Cuando hablas de lo que te gusta, se te iluminan los ojos —dice, sonriendo de lado.","Joana Marcús,"
“—iNo...! —noto que se me encienden las mejillas—. ¿Por qué tienes que ser tan directo siempre?,"Joana Marcús,"
“—Gracias por venir —murmuro—. Sé que tenías ensayo y...,"Joana Marcús,"
"“As leaders, sometimes we have to be willing to be temporarily disliked in order to be permanently loved.”",Hendrith Vanlon Smith  Jr
“That feeling just before my eyes feast on yours”,Hadinet Tekie
“We die by loving something that the world created.”,Laura Chouette
“Defective souls have an uncanny way of finding each other. They have built-in homing beacons that light up whenever they come close to another soul whose wavelength closely matches their own. The act of coming too close will inadvertently sear them together.”,"Elice Nange,"
“Lovers make their own moral universe”,Woody Allen
"“But that's how it always is, isn't it? Someone becoming important doesn't happen all at once. They seep in. It's nature. It always takes a small seed to grow something profound.”","Jeanine Bennedict,"
“A fantasy so fragile that all I taste is air when we kiss.”,Hadinet Tekie
“I wanted her to keep me forever.”,"Ella Maise,"
“Force Field. The place where you are safe. You are loved. You are free!”,"K. U. Grudowski,"
"“If Death were to decide it wanted to take my immortal life right now, I would sell my soul for one more minute of this. I'd go to hell for just a few more seconds of heaven”","Rylee Hale,"
“Change is beautiful inside a kind of world made out of constant”,Laura Chouette
"“My head was a stage wrapped in a curtain of black velvet, and on the stage stood a single actress, named Naomi.”","Jun'ichirō Tanizaki,"
"“She was everything I had ever wanted to be and so much more. What with her sparkly eyes and animated, gesticulated hands, her beautiful blonde hair cascading down gracefully like silk and her eyes so electric and cheeks the colour of rose. Vivacious and vibrant though she was in her innate talent at being able to hold a conversation with anyone, she loved and prized being alone paramount to being besieged.”","Aliza S.,"
“The gravitational pull of love has a sense of urgency that cannot be rebuffed.”,"Rita A. Gordon,"
"“I have to believe he'll keep making it better, and that, even if he stopped, I'd still be okay.”","Ellie K. Wilde,"
“Who’s gonna put that smile on your face when you’re not with me anymore?”,"Santino Hassell,"
“Want To Do Yourself A Favor?,Frank D. Prestia
“People want to love. It's more important to them than being loved.”,"Lena Andersson,"
"“Love is in the action. Not the words, not the promises; love is in the action.”","Allene vanOirschot,"
"“A father's greatest gift to his children is choosing to love their mother during the worst of times, not just the best.”","Allene vanOirschot,"
"“I have fallen so hard and so completely, and I promise with every ounce of strength in this body that I’ll never—never let you go."" - Hamilton H. Hamilton”","Asiah Bosier,"
"“You truly are the sun — And I'll never look away from the emittance of your brilliant rays."" - Demiesius Titus”","Asiah Bosier,"
“It survives if true to itself. It lingers if real. It hopes if there is no hope. It lives beyond death.”,Hadinet Tekie
“What is your heart's combination?”,Hadinet Tekie
"“When I see you, I'll know.”",Hadinet Tekie
“I will not settle for a diluted version of love.”,Hadinet Tekie
“When you say my name I hear what love is supposed to sound like.”,Hadinet Tekie
"“I Am Not Addicted To Love, However Love Is Addicted To Me, Sex.”",P.S. Jagadeesh Kumar
“We die daily by trying to love something that the world created.”,Laura Chouette
"“I hate that phrase, perfect for each other, People aren't perfect for each other. They're messy and rough-edged, they make things more complicated for each other. Hanna and I are..."" I take a deep breath. ""We're best friends. Or we were. I thought maybe we were soul mates. And then when it turned out that we... We weren't perfect for each other, but we were definitely good for each other.”","Serena Bell,"
"“Some people were only meant to be a part of one aspect of your journey. If you can't take them with you into the next phase of your life, then it's ok. They have served their purpose.”","Keisha Blair,"
"“Like, while I was with them, I was so sure it was love. But my pawpaw used to say that it's not love if it doesn't hurt when it ends”","Jeanine Bennedict,"
“Something magical happens when two soulful people meet.”,Avijeet Das
"“You are not alone. God is preparing a kheer pudding kind of a relationship, you will look at your future boy friend's eyes and he knows what you need with out saying a word.”",Naga Uma Veguru
"“Never let your imperfections define you, for you are perfectly loved by God.”","Allene vanOirschot,"
“Every season,Bhuwan Thapaliya
"“Why does this word come on your tongue? without thinking about it. If you are calling your partner ""babe,"" then you are treating your relationship by following social trends, not your heart.”","Mohammed Zaki Ansari,"
“There is a huge difference between BEAUTIFUL HUMAN & DECORATIVE PIECE,"Mohammed Zaki Ansari,"
“Wear love and you will shine”,"Mohammed Zaki Ansari,"
"“The first thing I need in the morning it's you, because as I wake up I need to feed my hungry soul”","Mohammed Zaki Ansari,"
“silence kills more relations than fight”,"Mohammed Zaki Ansari,"
“AN INCOMPLETE PORTRAIT OF OUR LOVE,"Mohammed Zaki Ansari,"
"“In this world of hatred, God is love.”",Chris Chacko
"“You are a delight in the throes of passion, did you know that? I could watch you all day.”","Sarah Honey,"
"“Life without love is like a symphony without harmony, a canvas without color, a garden without fragrance.”",Yahia El Haroui
“God's love isn't given to us to change him; it's given so that we can change through him.”,"Allene vanOirschot,"
"“Though lovers be lost, love shall not”","Dylan Thomas,"
"“We men are strange beasts. Love us and we run from you. Leave us, and you’re never far from our thoughts.”","Damyanti Biswas,"
“To lovers out there …,De philosopher DJ Kyos
"“I was at an apsis, far from her. I didn’t even know she existed.","Udayakumar DS,"
“I'm always where love is.”,Robin S. Baker
"“Stay connected to all that nurtures your Soul, and release into the mystical stormy waters all that has served its place. We are here to be loved and absolutely nothing less. Go ahead and walk into the waters of your Soul knowing that the only certainty in life is in miracles. We are a miracle.”","Ulonda Faye,"
“Your sensuality is your husband... who is playing the part of the person you think and believe you are in love with.”,Lebo Grand
“I’m not with me tonight.,Bhuwan Thapaliya
“I used to think I couldn't go a day without your smile. Without telling you things and hearing your voice back.,Ealroy john vj
"“i looked over at you, wondering how i could begin to describe you. but my smile was so consuming that all i could see were the tops of my cheeks. and the fact that you could literally blind me with happiness was a perfect representation of the kind of effect you have on people.”",Ealroy john vj
“forever,Ealroy john vj
"“Because in English we have a saying: home is where the heart is. YOu have my heart, Nico. You are my home. So, if the man I love is in Paris, then there's nowhere else I'd rather be”","Olivia Spring,"
"“What attracted you to the other person in the past, how did that person treat you in the past, how compatible were you in the past? It's the same questions in the present, except that a physical longing for the other person is added. The desire to touch and hold and kiss. And if all of the answers make you feel like you never want to be with anyone else, then it's probably love”","Nicholas Sparks,"
“Que la vida se mide en besos: los que se quedan esperando y los que se dan y son eternos.”,"Alice Kellen,"
"“I'm going to kill you,"" he gritted out, little more than a growl. ""If you say another word about the woman I love, if you look at her, if you even think about her-I'm going to fucking kill you.”","Ali Hazelwood,"
“What else is loneliness but a lower smoking on a ledge near a bed that always smells of then?”,"K. Eltinaé,"
“I asked the universe to teach me how to love and I was sent you.,Starr
"“Ah o amor... que nasce não sei onde, vem não sei como, e dói não sei porquê.”",Luís de Camões
“To lovers out there ….,De philosopher DJ Kyos
